sentence_id	text	lemma	translation	alignment
semeval2013.d003.s011	U.S. firms were in some cases at a disadvantage because rivals , particularly the Chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	u.s. firm be in some case at a disadvantage because rival , particularly the chinese and other government control energy firm , have markedly lower labor cost and be more prone to take risk because they do n't respond to shareholder .	Les entreprises américaines étaient dans certains cas dans un désavantage parce que les rivaux, en particulier les sociétés d'énergie chinois et d'autres sociétés contrôlées par le gouvernement, ont nettement réduit les coûts de main-d'œuvre et sont plus enclins à prendre des risques car ils ne répondent pas aux actionnaires.	[(0, 2), (1, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 13), (11, 14), (12, 16), (13, 17), (14, 21), (15, 22), (16, 24), (17, 29), (18, 26), (19, 20), (20, 18), (20, 25), (21, 30), (22, 31), (23, 32), (24, 33), (25, 40), (26, 35), (27, 41), (28, 42), (29, 43), (31, 45), (32, 46), (33, 48), (34, 49), (35, 50), (37, 39), (37, 51), (37, 53), (38, 52), (39, 54), (40, 35), (40, 55), (41, 56)]
semeval2013.d003.s012	Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .	exxon-mobil and occidental petroleum inc. be the only american company that reach deal with the ministry .	Exxon-Mobil et Occidental Petroleum Inc. étaient les seules entreprises américaines à conclure des accords avec le ministère.	[(0, 0), (0, 1), (0, 2), (1, 3), (2, 4), (3, 5), (4, 6), (4, 7), (5, 8), (6, 9), (7, 10), (8, 12), (9, 11), (10, 13), (11, 14), (12, 16), (13, 17), (14, 18), (15, 19), (16, 20)]
semeval2013.d003.s013	Major U.S. firms such as Chevron and ConocoPhillips , which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice in recent years , walked away empty-handed .	major u.s. firm such as chevron and conocophillip , which have cultivate close tie with the iraqi oil ministry and have provide technical advice in recent year , walk away empty-handed .	Les grandes entreprises américaines telles que Chevron et ConocoPhillips, qui ont cultivé des liens étroits avec le ministère irakien du pétrole et ont fourni des conseils techniques ces dernières années, sont partis les mains vides.	[(0, 1), (1, 0), (1, 3), (2, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 15), (13, 14), (14, 16), (15, 17), (16, 19), (17, 21), (18, 18), (19, 22), (20, 23), (21, 24), (22, 27), (23, 26), (24, 28), (25, 29), (26, 30), (27, 31), (28, 32), (29, 33), (30, 33), (30, 35), (30, 36), (31, 37)]
semeval2013.d003.s014	Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .	russian company lukoil and gazprom be the top stakeholder in two of the contract award this weekend .	Les entreprises russes Lukoil et Gazprom ont été les principales parties prenantes de deux des contrats attribués ce week-end.	[(0, 2), (1, 1), (2, 3), (3, 4), (4, 5), (5, 7), (6, 8), (7, 9), (8, 10), (8, 11), (10, 13), (11, 14), (12, 0), (13, 15), (14, 16), (15, 17), (16, 18), (17, 21)]
semeval2013.d003.s015	State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	state-owned china national petroleum corporation bid on more contract than any other company and walk away with large stake in contract for two major field .	La société d'État China National Petroleum Corporation a soumis à plus de contrats que toute autre entreprise et s'est replié avec de gros enjeux dans les contrats pour deux domaines majeurs.	[(0, 1), (0, 3), (1, 4), (2, 5), (3, 6), (4, 7), (5, 9), (6, 10), (7, 11), (8, 13), (9, 14), (10, 15), (11, 16), (12, 17), (13, 18), (14, 8), (16, 22), (17, 24), (18, 25), (18, 32), (19, 26), (20, 28), (21, 29), (22, 30), (23, 32), (24, 31), (25, 33)]
semeval2013.d003.s016	We all know that China is on track to become a major economic as well as technological power , Oil Ministry spokesman Assam Jihad said .	we all know that china be on track to become a major economic as well as technological power , oil ministry spokesman assam jihad say .	Nous savons tous que la Chine est sur la bonne voie pour devenir un pouvoir économique et technologique majeur, a déclaré le porte-parole du ministère du pétrole, Assam Jihad.	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 5), (5, 6), (6, 7), (7, 10), (8, 11), (9, 12), (10, 13), (11, 18), (12, 15), (15, 16), (16, 9), (16, 17), (17, 14), (18, 19), (19, 27), (20, 25), (21, 23), (22, 29), (23, 30), (24, 21), (25, 28), (25, 31)]
semeval2013.d003.s017	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .	we feel confident that the chinese company will be on par with its competitor and will deliver on its commitment towards iraq .	Nous sommes convaincus que l'entreprise chinoise sera à égalité avec ses concurrents et sera livrée à ses engagements envers l'Irak.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 5), (7, 7), (8, 9), (9, 8), (11, 10), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 21), (22, 22)]
semeval2013.d003.s018	Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	company pre-selected to submit bid make offer that be then compare to the per barrel fee the ministry be willing to pay for boost output above current level at each field .	Les sociétés ont présélectionné pour soumettre des offres d'offres faites qui ont ensuite été comparées aux frais par baril Le ministère était prêt à payer pour augmenter la production supérieure aux niveaux actuels dans chaque domaine.	[(0, 1), (1, 3), (2, 4), (3, 5), (4, 7), (4, 9), (5, 10), (6, 7), (7, 11), (8, 14), (9, 13), (10, 15), (11, 16), (12, 0), (13, 18), (14, 19), (15, 17), (16, 20), (17, 9), (17, 21), (18, 22), (19, 23), (20, 24), (21, 25), (22, 26), (23, 27), (24, 29), (25, 30), (26, 33), (27, 32), (28, 34), (29, 35), (30, 36), (31, 37)]
semeval2013.d004.s000	US banks repay state support	us bank repay state support	Les banques américaines remboursent le soutien de l'État	[(0, 2), (1, 1), (2, 3), (4, 5)]
semeval2013.d004.s001	The crisis-hit US major banks are breaking free from their state shackles .	the crisis-hit us major bank be break free from they state shackle .	Les grandes banques américaines de crise se libérent de leurs entraves d'État.	[(0, 0), (1, 5), (2, 3), (3, 1), (4, 2), (5, 7), (6, 7), (7, 7), (8, 8), (9, 9), (10, 12), (11, 10), (11, 12), (12, 13)]
semeval2013.d004.s002	On Wednesday Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .	on wednesday bank of america repay the support from the bank protection fund tarp in the amount usd 45 billion ( nearly eur 30 billion ) in one go .	Mercredi, Bank of America a remboursé le soutien du TARP du Fonds de protection des banques d'un montant de 45 milliards USD (près de 30 milliards d'euros) en une seule fois.	[(0, 0), (1, 0), (2, 2), (3, 3), (4, 4), (5, 6), (6, 7), (7, 8), (8, 11), (9, 9), (10, 16), (11, 14), (12, 12), (13, 10), (14, 17), (15, 18), (16, 19), (17, 23), (18, 21), (19, 22), (20, 24), (21, 25), (22, 30), (23, 27), (24, 28), (25, 31), (26, 32), (27, 34), (28, 35), (29, 36)]
semeval2013.d004.s003	And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .	and , accord to report from us broadcaster cnbc , citigroup be also plan to repay the state support .	Et, selon les rapports du diffuseur américain CNBC, Citigroup prévoit également de rembourser le soutien de l'État.	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 4), (5, 5), (6, 7), (7, 6), (8, 8), (9, 9), (10, 10), (12, 12), (13, 11), (14, 13), (15, 14), (16, 15), (17, 19), (18, 16), (19, 20)]
semeval2013.d004.s004	The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	the institution thereby want to wiggle themselves free from the restriction go hand-in-hand with the acceptance of the money , such as the limit on manager bonus and the pay of high charge .	Les institutions souhaitent ainsi se remuer sans les restrictions allant de pair avec l'acceptation de l'argent, telles que les limites des primes de gestionnaire et le paiement des frais élevés.	[(0, 0), (1, 1), (2, 3), (3, 2), (4, 2), (5, 5), (6, 4), (7, 6), (9, 7), (10, 8), (11, 9), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 22), (23, 24), (24, 23), (25, 26), (26, 24), (26, 32), (27, 27), (28, 28), (29, 29), (30, 30), (31, 32), (32, 31), (33, 33)]
semeval2013.d004.s005	Bank of America had raised some USD 19 billion from investors through convertible loans .	bank of america have raise some usd 19 billion from investor through convertible loan .	Bank of America avait levé quelque 19 milliards de dollars des investisseurs par le biais de prêts convertibles.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 9), (7, 6), (8, 7), (9, 10), (10, 11), (11, 12), (12, 17), (13, 16), (14, 18)]
semeval2013.d004.s006	The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	the rest of the amount be take from its own kitty , which be well fill through the sale of business unit .	Le reste du montant a été tiré de son propre chat, qui était bien rempli grâce à la vente d'unités commerciales.	[(0, 0), (1, 1), (2, 2), (3, 17), (4, 3), (5, 4), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (10, 21), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 18), (18, 19), (19, 20), (20, 22), (21, 21), (21, 22), (22, 23)]
semeval2013.d004.s007	Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .	bank head kenneth lewi extend he express thanks to the american taxpayer on wednesday evening : the cash injection help over a very difficult time .	Le chef de la banque Kenneth Lewis a étendu son expression grâce au contribuable américain mercredi soir: l'injection de trésorerie a contribué à une période très difficile.	[(0, 4), (1, 1), (2, 5), (3, 6), (4, 8), (5, 9), (6, 10), (7, 11), (8, 12), (9, 0), (10, 14), (11, 13), (12, 7), (13, 15), (14, 16), (15, 17), (16, 18), (17, 21), (18, 19), (19, 23), (20, 24), (21, 25), (22, 27), (23, 28), (24, 26), (25, 29)]
semeval2013.d004.s008	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .	the bank overstretch at the height of the financial crisis by take over the investment bank merrill lynch .	La Banque a été exagérée au plus fort de la crise financière en reprenant la banque d'investissement Merrill Lynch.	[(0, 0), (1, 1), (2, 3), (2, 4), (3, 5), (4, 2), (5, 7), (6, 8), (7, 9), (8, 11), (9, 10), (10, 12), (11, 13), (12, 13), (13, 14), (14, 17), (15, 15), (16, 18), (17, 19), (18, 20)]
semeval2013.d004.s009	Citigroup also plans to raise cash on the capital market to free itself from its liabilities with the state .	citigroup also plan to raise cash on the capital market to free itself from its liability with the state .	Citigroup prévoit également de recueillir des fonds sur le marché des capitaux pour se libérer de ses passifs avec l'État.	[(0, 0), (1, 2), (2, 1), (3, 3), (4, 4), (5, 6), (6, 7), (7, 8), (8, 11), (9, 9), (10, 12), (11, 14), (12, 13), (13, 15), (14, 16), (15, 11), (15, 14), (16, 18), (17, 19), (18, 20), (19, 21)]
semeval2013.d004.s010	Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .	already on thursday , the us bank be able to announce a capital increase of some usd 20 billion , report cnbc with reference to circle .	Jeudi déjà, la banque américaine a pu annoncer une augmentation en capital de quelque 20 milliards de dollars, a déclaré CNBC en référence aux cercles.	[(0, 0), (0, 1), (2, 0), (3, 2), (4, 3), (5, 5), (6, 4), (7, 6), (8, 7), (9, 5), (10, 8), (11, 9), (12, 12), (13, 10), (14, 13), (15, 14), (16, 18), (17, 15), (18, 16), (19, 19), (20, 21), (21, 22), (22, 23), (23, 24), (24, 25), (25, 26), (26, 27)]
semeval2013.d004.s011	A Citigroup spokesman declined to comment .	a citigroup spokesman decline to comment .	Un porte-parole de Citigroup a refusé de commenter.	[(0, 0), (1, 3), (2, 1), (3, 5), (4, 6), (5, 7), (6, 8)]
semeval2013.d004.s012	Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .	goldman sach , jp morgan chase and morgan stanley have already repay they support in june .	Goldman Sachs, JP Morgan Chase et Morgan Stanley avaient déjà remboursé leur soutien en juin.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16)]
semeval2013.d005.s000	Cheshire Appeal Will Point to Twitter	cheshire appeal will point to twitter	Le Cheshire Appeal pointera vers Twitter	[(0, 1), (1, 2), (2, 3), (3, 3), (4, 4), (5, 5)]
semeval2013.d005.s001	There were half a dozen of them typing away in the courtroom rows .	there be half_a_dozen of they typing away in the courtroom row .	Il y en avait une demi-douzaine en tapant dans les rangées de la salle d'audience.	[(0, 0), (1, 3), (2, 5), (3, 4), (4, 5), (5, 11), (6, 6), (7, 7), (9, 8), (10, 9), (11, 13), (12, 5), (12, 10), (13, 16)]
semeval2013.d005.s002	Minute by minute , they sent out reports of gruesome testimony via Twitter .	minute by minute , they send out report of gruesome testimony via twitter .	Minute par minute, ils ont envoyé des rapports de témoignages horribles via Twitter.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 5), (7, 8), (8, 9), (9, 11), (10, 10), (11, 12), (12, 13), (13, 14)]
semeval2013.d005.s003	In the end , the defense says , there were more than 140,000 Twitter messages about the trial that dealt with rape and children tied to their beds in a house that was set ablaze .	in the end , the defense say , there be more than 140,000 twitter message about the trial that deal with rape and child tie to they bed in a house that be set ablaze .	En fin de compte, dit la défense, il y avait plus de 140 000 messages Twitter sur le procès qui traitaient du viol et des enfants attachés à leurs lits dans une maison qui a été incendiée.	[(0, 0), (1, 2), (2, 1), (3, 4), (4, 6), (5, 7), (6, 5), (7, 8), (8, 9), (9, 11), (10, 12), (11, 13), (12, 14), (12, 15), (13, 17), (14, 16), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (20, 23), (21, 20), (21, 24), (22, 25), (23, 27), (24, 28), (25, 29), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 37), (33, 38), (34, 38), (35, 39)]
semeval2013.d005.s004	On Thursday , the widely followed trial of Steven J. Hayes , who was convicted of killing three members of a Cheshire , Conn. , family , is set to come to an official end with the judge 's imposition of the death sentence voted for by the jury .	on thursday , the widely follow trial of steven j. haye , who be convict of kill three member of a cheshire , conn. , family , be set to come to a official end with the judge 's imposition of the death sentence vote for by the jury .	Jeudi, le procès largement suivi de Steven J. Hayes, qui a été reconnu coupable d'avoir tué trois membres d'une famille de Cheshire, au Connecticut, devrait se terminer officielle avec l'imposition par le juge de la condamnation à mort votée par le jury.	[(0, 0), (1, 0), (2, 1), (3, 2), (4, 4), (5, 5), (6, 3), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 13), (14, 14), (14, 15), (15, 16), (16, 18), (17, 19), (18, 20), (19, 21), (20, 22), (21, 25), (22, 26), (23, 28), (25, 23), (26, 29), (27, 30), (29, 31), (30, 32), (33, 33), (34, 32), (35, 34), (36, 35), (37, 39), (38, 35), (39, 36), (40, 40), (41, 41), (42, 44), (43, 42), (44, 45), (46, 46), (47, 47), (48, 48), (49, 49)]
semeval2013.d005.s005	But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years .	but lawyer for mr. haye have already make court filing that sketch out appeal argument that be likely to occupy the court for year .	Mais les avocats de M. Hayes ont déjà déposé des dossiers judiciaires qui esquissent des arguments d'appel susceptibles d'occuper les tribunaux pendant des années.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 11), (9, 10), (10, 12), (11, 13), (13, 11), (13, 17), (14, 15), (16, 18), (17, 18), (19, 20), (20, 21), (21, 22), (22, 23), (23, 25), (24, 26)]
semeval2013.d005.s006	One of the most provocative is that the intense reporting on the trial - including mainstream reporters ' extensive use of Twitter - created a `` circus atmosphere '' and such widespread , instant saturation with inflammatory details that the jury was improperly swayed by public passions .	one of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	L'un des plus provocateurs est que les rapports intenses sur l'essai - y compris l'utilisation approfondie de Twitter par les journalistes grand public - ont créé une `` atmosphère de cirque '' et une saturation instantanée et répandue avec des détails inflammatoires que le jury a été mal influencé par les passions publiques.	[(0, 1), (1, 2), (2, 0), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 9), (9, 8), (10, 10), (11, 11), (12, 12), (13, 13), (14, 15), (15, 24), (16, 23), (17, 31), (18, 17), (18, 18), (19, 17), (20, 19), (21, 20), (22, 26), (23, 28), (24, 29), (25, 30), (26, 34), (27, 32), (28, 35), (29, 36), (31, 39), (31, 41), (32, 40), (33, 39), (34, 38), (35, 42), (36, 45), (37, 44), (38, 46), (39, 47), (40, 48), (41, 50), (42, 45), (43, 52), (44, 53), (45, 25), (46, 55), (47, 57)]
semeval2013.d005.s007	The claim could force appeals judges to grapple with the question of whether new technology requires new courtroom rules .	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	La réclamation pourrait forcer les juges d'appel à s'attaquer à la question de savoir si les nouvelles technologies nécessitent de nouvelles règles d'audience.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (4, 7), (5, 5), (6, 8), (7, 10), (8, 11), (9, 12), (10, 13), (11, 14), (12, 16), (13, 18), (14, 19), (15, 20), (16, 22), (18, 23), (19, 26)]
semeval2013.d005.s008	`` As I experienced it during this trial , I think there 's a real danger that the inclusion of new technology in the courtroom is affecting an individual 's fair-trial rights , '' said Thomas J. Ullmann , Mr. Hayes 's chief defense lawyer .	`` as I experience it during this trial , I think there ' a real danger that the inclusion of new technology in the courtroom be affect a individual 's fair-trial right , '' say thoma j. ullmann , mr. haye 's chief defense_lawyer .	`` Comme je l'ai vécu lors de ce procès, je pense qu'il y a un réel danger que l'inclusion de nouvelles technologies dans la salle d'audience affecte les droits de la faillite d'un individu '', a déclaré Thomas J. Ullmann, avocat en chef de la défense de M. Hayes.	[(0, 1), (1, 2), (2, 3), (3, 6), (4, 4), (5, 7), (6, 9), (7, 10), (8, 11), (9, 12), (10, 13), (11, 15), (12, 4), (12, 17), (13, 18), (14, 19), (15, 20), (16, 21), (17, 22), (18, 23), (19, 24), (20, 25), (21, 26), (22, 27), (23, 28), (24, 10), (24, 29), (25, 5), (26, 32), (27, 39), (28, 40), (29, 33), (30, 31), (30, 37), (31, 34), (32, 42), (33, 41), (34, 44), (35, 45), (36, 46), (37, 47), (38, 48), (39, 56), (40, 57), (41, 50), (42, 51), (43, 54), (44, 49), (45, 58)]
semeval2013.d005.s009	The trial judge , Jon C. Blue of State Superior Court , tersely rejected the claims in a ruling last week , saying that the news media were `` carefully controlled '' and that there was no evidence the jury was driven by passion .	the trial_judge , jon c. blue of state superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully controlled '' and that there be no evidence the jury be drive by passion .	Le juge de première instance, Jon C. Blue de la Cour supérieure de l'État, a rejeté telle que les réclamations dans une décision la semaine dernière, affirmant que les médias d'information étaient `` soigneusement contrôlés '' et qu'il n'y avait aucune preuve que le jury était motivé par la passion.	[(0, 0), (1, 4), (2, 1), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 15), (9, 12), (10, 11), (11, 16), (12, 17), (13, 18), (14, 21), (15, 22), (16, 23), (17, 24), (18, 25), (19, 28), (20, 27), (21, 29), (22, 30), (23, 31), (24, 32), (25, 35), (26, 33), (27, 36), (28, 37), (28, 38), (29, 39), (30, 40), (31, 41), (32, 42), (33, 43), (34, 44), (35, 47), (36, 48), (37, 49), (38, 51), (39, 52), (40, 53), (41, 54), (42, 55), (43, 57), (44, 58)]
semeval2013.d005.s010	But that is not likely to be the last word on the issue .	but that be not likely to be the last_word on the issue .	Mais ce n'est probablement pas le dernier mot sur la question.	[(0, 0), (1, 1), (2, 3), (3, 5), (4, 4), (5, 2), (7, 6), (8, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12)]
semeval2013.d005.s011	For decades , appeals courts have recognized that coverage of notorious cases can raise questions about a trial 's fairness .	for decade , appeals_court have recognize that coverage of notorious case can raise question about a trial 's fairness .	Pendant des décennies, les cours d'appel ont reconnu que la couverture des affaires notoires peut soulever des questions sur l'équité d'un procès.	[(0, 0), (1, 2), (2, 3), (3, 7), (3, 14), (4, 4), (4, 5), (5, 8), (6, 9), (7, 10), (8, 12), (9, 13), (10, 15), (11, 14), (12, 16), (13, 17), (14, 19), (15, 20), (16, 24), (17, 25), (19, 22), (20, 26)]
semeval2013.d005.s012	In a landmark 1966 ruling , the United States Supreme Court overturned the conviction of a Cleveland osteopath , Dr. Sam Sheppard , for the murder of his wife , saying in its decision , Sheppard v. Maxwell , that there was a `` carnival atmosphere at trial '' because of the news media .	in a landmark 1966 ruling , the united_states_supreme_court overturn the conviction of a cleveland osteopath , dr. sam sheppard , for the murder of he wife , say in its decision , sheppard v. maxwell , that there be a `` carnival atmosphere at trial '' because of the news_media .	Dans une décision historique de 1966, la Cour suprême des États-Unis a annulé la condamnation d'un ostéopathe de Cleveland, le Dr Sam Sheppard, pour le meurtre de sa femme, disant dans sa décision, Sheppard c. Maxwell, qu'il y avait une `` atmosphère de carnaval au procès '' à cause des médias d'information.	[(0, 0), (1, 1), (2, 3), (3, 5), (4, 2), (5, 6), (6, 7), (7, 11), (8, 11), (10, 8), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 20), (17, 18), (18, 21), (19, 22), (19, 23), (20, 24), (21, 25), (22, 26), (23, 27), (24, 28), (25, 29), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 36), (33, 37), (34, 38), (35, 39), (36, 40), (37, 41), (38, 42), (39, 43), (40, 44), (41, 46), (42, 47), (43, 48), (44, 50), (45, 50), (46, 53), (47, 54), (48, 55), (49, 57), (50, 56), (51, 58), (52, 59), (53, 59), (54, 62)]
semeval2013.d005.s013	The crime is believed by some to have been the inspiration for the television show and the movie `` The Fugitive . ''	the crime be believe by some to have be the inspiration for the television_show and the movie `` the fugitive . ''	On pense que le crime a été l'inspiration pour l'émission de télévision et le film `` The Fugitive.''	[(0, 3), (1, 4), (2, 5), (3, 1), (8, 6), (9, 7), (10, 8), (11, 9), (12, 10), (13, 13), (14, 11), (15, 14), (16, 15), (17, 16), (18, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 22)]
semeval2013.d005.s014	Some lawyers said appeals courts reviewing Mr. Hayes 's conviction half a century later might be intrigued by the argument that new rules could be necessary to govern ways of communicating from courtrooms unimagined at the time of Dr. Sheppard 's case .	some lawyer say appeals_court review mr. haye 's conviction half a century later might be intrigue by the argument that new rule could be necessary to govern way of communicate from courtroom unimagine at the time of dr. sheppard 's case .	Certains avocats ont déclaré que les tribunaux d'appel examinant la condamnation de M. Hayes un demi-siècle plus tard pourraient être intrigués par l'argument selon lequel de nouvelles règles pourraient être nécessaires pour régir les moyens de communication des salles d'audience inimaginées au moment de l'affaire du Dr Sheppard.	[(0, 0), (1, 1), (2, 3), (3, 8), (4, 5), (4, 6), (5, 9), (6, 13), (7, 14), (8, 10), (9, 11), (10, 16), (11, 15), (12, 16), (13, 18), (14, 19), (15, 20), (16, 21), (17, 22), (18, 23), (19, 24), (20, 4), (21, 28), (22, 29), (23, 30), (24, 31), (25, 32), (26, 33), (27, 34), (28, 36), (29, 41), (30, 34), (30, 38), (32, 40), (33, 43), (34, 44), (35, 35), (36, 45), (37, 46), (38, 12), (38, 50), (39, 51), (40, 47), (41, 48), (42, 52)]
semeval2013.d005.s015	`` There is a general reason for concern about the impact of the new media '' in high-profile trials , said John J. Donohue III , a Stanford Law School professor who studied the Connecticut death penalty and wrote a report that said it was arbitrarily enforced .	`` there be a general reason for concern about the impact of the new media '' in high-profile trial , say john j. donohue iii , a stanford law school professor who study the connecticut death_penalty and write a report that say it be arbitrarily enforce .	`` Il y a une raison générale de s'inquiéter de l'impact des nouveaux médias '' dans les procès de haut niveau, a déclaré John J. Donohue III, un professeur de la Stanford Law School qui a étudié la peine de mort du Connecticut et a rédigé un rapport qui disait qu'elle a été appliquée arbitrairement.	[(0, 0), (0, 1), (1, 2), (2, 4), (3, 5), (4, 7), (5, 6), (6, 8), (8, 11), (9, 12), (10, 13), (11, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 22), (17, 23), (18, 16), (18, 20), (19, 24), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 31), (26, 32), (27, 36), (28, 37), (29, 38), (30, 33), (31, 39), (32, 41), (33, 42), (34, 47), (35, 45), (36, 43), (37, 48), (38, 50), (39, 51), (40, 52), (41, 53), (42, 54), (43, 56), (44, 58), (45, 41), (45, 57), (45, 60), (46, 59), (47, 61)]
semeval2013.d005.s016	Professor Donohue said some appeals judges might be intrigued by the idea that limiting instant communication from courtrooms might make trials fairer .	professor donohue say some appeal judge might be intrigue by the idea that limit instant communication from courtroom might make trial fairer .	Le professeur Donohue a déclaré que certains juges d'appel pourraient être intrigués par l'idée que la limitation de la communication instantanée des salles d'audience pourrait rendre les procès plus équitables.	[(0, 1), (1, 2), (2, 4), (3, 6), (4, 0), (4, 9), (5, 7), (6, 10), (7, 11), (8, 12), (9, 13), (10, 14), (11, 15), (12, 16), (13, 17), (13, 18), (14, 22), (15, 21), (17, 24), (17, 30), (18, 27), (19, 28), (21, 31), (21, 32), (22, 33)]
semeval2013.d005.s017	The Twitter issue is just one of many outlined by Mr. Hayes 's lawyers that are likely to be argued for years , delaying an execution .	the twitter issue be just one of many outline by mr. haye 's lawyer that be likely to be argue for year , delay a execution .	Le numéro Twitter n'est que l'un des nombreux avocats de M. Hayes qui sont susceptibles d'être argumentés pendant des années, en retardant une exécution.	[(0, 0), (1, 2), (2, 1), (3, 4), (4, 5), (5, 7), (6, 8), (7, 9), (8, 16), (10, 12), (11, 13), (12, 6), (13, 10), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 22), (22, 23), (23, 25), (24, 26), (25, 27), (26, 28)]
semeval2013.d005.s018	The defense lawyers also claim , for example , that Mr. Hayes may have been prejudiced when Judge Blue declined to allow them to test potential jurors ' reactions by showing them grisly crime-scene photographs during jury selection .	the defense_lawyer also claim , for example , that mr. haye may have be prejudice when judge blue decline to allow they to test potential juror ' reaction by show they grisly crime-scene photograph during jury selection .	Les avocats de la défense affirment également, par exemple, que M. Hayes pourrait avoir été préjudiciable lorsque le juge Blue a refusé de leur permettre de tester les réactions des jurés potentiels en leur montrant des photographies macabres de criminalité pendant la sélection du jury.	[(0, 0), (1, 4), (2, 1), (3, 6), (4, 5), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (17, 20), (18, 21), (19, 23), (20, 24), (21, 26), (22, 25), (23, 27), (24, 28), (25, 33), (26, 32), (28, 30), (29, 34), (30, 36), (31, 35), (32, 33), (32, 39), (33, 41), (34, 38), (35, 42), (36, 46), (37, 44), (38, 47)]
